,날짜,보통휘발유,자동차용경유,연도,일자
921,2021년07월10일,1623.62,1420.08,2021,07월10일
922,2021년07월11일,1624.6,1420.89,2021,07월11일
923,2021년07월12일,1626.18,1422.6,2021,07월12일
924,2021년07월13일,1628.33,1424.58,2021,07월13일
925,2021년07월14일,1630.21,1426.35,2021,07월14일
926,2021년07월15일,1631.74,1427.9,2021,07월15일
927,2021년07월16일,1633.5,1429.58,2021,07월16일
928,2021년07월17일,1634.76,1430.98,2021,07월17일
929,2021년07월18일,1635.4,1431.48,2021,07월18일
930,2021년07월19일,1636.67,1432.85,2021,07월19일
931,2021년07월20일,1637.56,1433.65,2021,07월20일
932,2021년07월21일,1638.06,1434.06,2021,07월21일
933,2021년07월22일,1638.63,1434.65,2021,07월22일
934,2021년07월23일,1639.13,1435.09,2021,07월23일
935,2021년07월24일,1639.68,1435.5,2021,07월24일
936,2021년07월25일,1640.03,1435.65,2021,07월25일
937,2021년07월26일,1640.59,1436.35,2021,07월26일
938,2021년07월27일,1641.11,1436.87,2021,07월27일
939,2021년07월28일,1641.55,1437.31,2021,07월28일
940,2021년07월29일,1642.03,1437.63,2021,07월29일
941,2021년07월30일,1642.56,1438.13,2021,07월30일
942,2021년07월31일,1643.05,1438.5,2021,07월31일
943,2021년08월01일,1643.95,1439.18,2021,08월01일
944,2021년08월02일,1644.6,1439.98,2021,08월02일
945,2021년08월03일,1645.23,1440.57,2021,08월03일
946,2021년08월04일,1645.75,1440.98,2021,08월04일
947,2021년08월05일,1646.09,1441.3,2021,08월05일
948,2021년08월06일,1646.72,1441.84,2021,08월06일
949,2021년08월07일,1647.01,1441.98,2021,08월07일
950,2021년08월08일,1647.13,1441.99,2021,08월08일
951,2021년08월09일,1647.32,1442.25,2021,08월09일
952,2021년08월10일,1647.35,1442.23,2021,08월10일
953,2021년08월11일,1647.32,1442.14,2021,08월11일
954,2021년08월12일,1647.34,1442.12,2021,08월12일
955,2021년08월13일,1647.35,1442.11,2021,08월13일
956,2021년08월14일,1647.28,1441.95,2021,08월14일
957,2021년08월15일,1647.25,1441.87,2021,08월15일
958,2021년08월16일,1647.35,1442.02,2021,08월16일
959,2021년08월17일,1647.22,1441.9,2021,08월17일
960,2021년08월18일,1647.0,1441.6,2021,08월18일
961,2021년08월19일,1646.4,1441.01,2021,08월19일
962,2021년08월20일,1645.98,1440.55,2021,08월20일
963,2021년08월21일,1645.55,1439.96,2021,08월21일
964,2021년08월22일,1645.36,1439.86,2021,08월22일
965,2021년08월23일,1645.14,1439.71,2021,08월23일
966,2021년08월24일,1644.81,1439.35,2021,08월24일
967,2021년08월25일,1644.52,1439.06,2021,08월25일
968,2021년08월26일,1644.28,1438.88,2021,08월26일
969,2021년08월27일,1644.07,1438.62,2021,08월27일
970,2021년08월28일,1643.84,1438.32,2021,08월28일
971,2021년08월29일,1643.71,1438.04,2021,08월29일
972,2021년08월30일,1643.66,1438.21,2021,08월30일
973,2021년08월31일,1643.51,1438.06,2021,08월31일
974,2021년09월01일,1643.23,1437.74,2021,09월01일
975,2021년09월02일,1642.98,1437.55,2021,09월02일
976,2021년09월03일,1642.68,1437.28,2021,09월03일
977,2021년09월04일,1642.48,1436.95,2021,09월04일
978,2021년09월05일,1642.49,1436.8,2021,09월05일
979,2021년09월06일,1642.44,1436.91,2021,09월06일
980,2021년09월07일,1642.25,1436.72,2021,09월07일
981,2021년09월08일,1642.09,1436.52,2021,09월08일
982,2021년09월09일,1642.03,1436.39,2021,09월09일
983,2021년09월10일,1641.97,1436.39,2021,09월10일
984,2021년09월11일,1641.76,1436.19,2021,09월11일
985,2021년09월12일,1641.79,1436.01,2021,09월12일
986,2021년09월13일,1641.88,1436.28,2021,09월13일
987,2021년09월14일,1641.78,1436.17,2021,09월14일
988,2021년09월15일,1641.79,1436.25,2021,09월15일
989,2021년09월16일,1641.83,1436.29,2021,09월16일
990,2021년09월17일,1642.07,1436.52,2021,09월17일
991,2021년09월18일,1642.22,1436.67,2021,09월18일
992,2021년09월19일,1642.38,1436.71,2021,09월19일
993,2021년09월20일,1642.59,1436.88,2021,09월20일
994,2021년09월21일,1642.65,1436.92,2021,09월21일
995,2021년09월22일,1642.47,1436.66,2021,09월22일
996,2021년09월23일,1642.8,1437.21,2021,09월23일
997,2021년09월24일,1643.19,1437.73,2021,09월24일
998,2021년09월25일,1643.4,1437.83,2021,09월25일
999,2021년09월26일,1643.55,1437.88,2021,09월26일
1000,2021년09월27일,1643.93,1438.49,2021,09월27일
1001,2021년09월28일,1644.44,1439.03,2021,09월28일
1002,2021년09월29일,1645.12,1439.76,2021,09월29일
1003,2021년09월30일,1645.99,1440.85,2021,09월30일
1004,2021년10월01일,1648.21,1443.14,2021,10월01일
1005,2021년10월02일,1649.52,1444.57,2021,10월02일
1006,2021년10월03일,1650.24,1445.08,2021,10월03일
1007,2021년10월04일,1651.18,1446.28,2021,10월04일
1008,2021년10월05일,1652.92,1448.18,2021,10월05일
1009,2021년10월06일,1656.81,1452.28,2021,10월06일
1010,2021년10월07일,1661.16,1456.8,2021,10월07일
1011,2021년10월08일,1667.13,1462.87,2021,10월08일
1012,2021년10월09일,1673.01,1468.94,2021,10월09일
1013,2021년10월10일,1676.42,1472.26,2021,10월10일
1014,2021년10월11일,1680.13,1476.01,2021,10월11일
1015,2021년10월12일,1685.07,1481.2,2021,10월12일
1016,2021년10월13일,1693.57,1490.26,2021,10월13일
1017,2021년10월14일,1700.95,1498.15,2021,10월14일
1018,2021년10월15일,1709.17,1506.65,2021,10월15일
1019,2021년10월16일,1716.93,1514.39,2021,10월16일
1020,2021년10월17일,1720.83,1518.34,2021,10월17일
1021,2021년10월18일,1725.89,1523.77,2021,10월18일
1022,2021년10월19일,1732.45,1530.43,2021,10월19일
1023,2021년10월20일,1739.15,1537.28,2021,10월20일
1024,2021년10월21일,1743.99,1542.25,2021,10월21일
1025,2021년10월22일,1748.7,1547.04,2021,10월22일
1026,2021년10월23일,1753.22,1551.4,2021,10월23일
1027,2021년10월24일,1755.49,1553.43,2021,10월24일
1028,2021년10월25일,1758.42,1556.69,2021,10월25일
1029,2021년10월26일,1762.66,1560.93,2021,10월26일
1030,2021년10월27일,1766.7,1564.79,2021,10월27일
1031,2021년10월28일,1770.89,1568.88,2021,10월28일
1032,2021년10월29일,1774.44,1572.22,2021,10월29일
1033,2021년10월30일,1778.82,1576.42,2021,10월30일
1034,2021년10월31일,1780.9,1578.31,2021,10월31일
1035,2021년11월01일,1784.53,1582.01,2021,11월01일
1036,2021년11월02일,1788.16,1585.36,2021,11월02일
1037,2021년11월03일,1791.29,1588.34,2021,11월03일
1038,2021년11월04일,1794.95,1591.63,2021,11월04일
1039,2021년11월05일,1797.95,1594.42,2021,11월05일
1040,2021년11월06일,1801.25,1597.58,2021,11월06일
1041,2021년11월07일,1802.96,1598.84,2021,11월07일
1042,2021년11월08일,1805.18,1600.87,2021,11월08일
1043,2021년11월09일,1807.47,1602.98,2021,11월09일
1044,2021년11월10일,1809.12,1604.52,2021,11월10일
1045,2021년11월11일,1810.16,1605.64,2021,11월11일
1046,2021년11월12일,1767.74,1575.03,2021,11월12일
1047,2021년11월13일,1751.17,1562.4,2021,11월13일
1048,2021년11월14일,1742.5,1555.81,2021,11월14일
1049,2021년11월15일,1724.87,1542.16,2021,11월15일
1050,2021년11월16일,1711.92,1531.96,2021,11월16일
1051,2021년11월17일,1704.62,1526.24,2021,11월17일
1052,2021년11월18일,1699.1,1521.82,2021,11월18일
1053,2021년11월19일,1695.39,1518.74,2021,11월19일
1054,2021년11월20일,1692.72,1516.5,2021,11월20일
1055,2021년11월21일,1691.38,1515.15,2021,11월21일
1056,2021년11월22일,1688.88,1513.22,2021,11월22일
1057,2021년11월23일,1687.02,1511.62,2021,11월23일
1058,2021년11월24일,1685.6,1510.35,2021,11월24일
1059,2021년11월25일,1684.46,1509.16,2021,11월25일
1060,2021년11월26일,1683.16,1508.23,2021,11월26일
1061,2021년11월27일,1681.57,1506.77,2021,11월27일
1062,2021년11월28일,1680.79,1505.83,2021,11월28일
1063,2021년11월29일,1679.52,1504.95,2021,11월29일
1064,2021년11월30일,1678.25,1503.76,2021,11월30일
1065,2021년12월01일,1675.88,1501.52,2021,12월01일
1066,2021년12월02일,1673.98,1499.73,2021,12월02일
1067,2021년12월03일,1672.11,1497.83,2021,12월03일
1068,2021년12월04일,1670.22,1495.88,2021,12월04일
1069,2021년12월05일,1669.44,1494.93,2021,12월05일
1070,2021년12월06일,1667.87,1493.43,2021,12월06일
1071,2021년12월07일,1664.87,1489.98,2021,12월07일
1072,2021년12월08일,1662.05,1486.87,2021,12월08일
1073,2021년12월09일,1659.45,1483.64,2021,12월09일
1074,2021년12월10일,1656.65,1480.84,2021,12월10일
1075,2021년12월11일,1654.4,1478.23,2021,12월11일
1076,2021년12월12일,1653.53,1477.06,2021,12월12일
1077,2021년12월13일,1651.59,1475.23,2021,12월13일
1078,2021년12월14일,1649.23,1472.46,2021,12월14일
1079,2021년12월15일,1646.71,1469.52,2021,12월15일
1080,2021년12월16일,1643.44,1466.11,2021,12월16일
1081,2021년12월17일,1641.08,1463.39,2021,12월17일
1082,2021년12월18일,1639.44,1461.35,2021,12월18일
1083,2021년12월19일,1638.75,1460.26,2021,12월19일
1084,2021년12월20일,1636.81,1458.47,2021,12월20일
1085,2021년12월21일,1634.46,1455.64,2021,12월21일
1086,2021년12월22일,1632.31,1453.08,2021,12월22일
1087,2021년12월23일,1630.71,1451.15,2021,12월23일
1088,2021년12월24일,1629.16,1449.37,2021,12월24일
1089,2021년12월25일,1628.1,1447.97,2021,12월25일
1090,2021년12월26일,1627.82,1447.53,2021,12월26일
1091,2021년12월27일,1627.07,1446.92,2021,12월27일
1092,2021년12월28일,1626.06,1445.68,2021,12월28일
1093,2021년12월29일,1625.31,1444.7,2021,12월29일
1094,2021년12월30일,1624.93,1444.0,2021,12월30일
1095,2021년12월31일,1624.47,1443.58,2021,12월31일
1096,2022년01월01일,1623.79,1442.42,2022,01월01일
1097,2022년01월02일,1623.4,1442.09,2022,01월02일
1098,2022년01월03일,1623.03,1441.82,2022,01월03일
1099,2022년01월04일,1622.32,1440.91,2022,01월04일
1100,2022년01월05일,1621.79,1440.23,2022,01월05일
1101,2022년01월06일,1621.22,1439.42,2022,01월06일
1102,2022년01월07일,1620.98,1439.13,2022,01월07일
1103,2022년01월08일,1621.4,1439.46,2022,01월08일
1104,2022년01월09일,1621.3,1439.18,2022,01월09일
1105,2022년01월10일,1621.45,1439.54,2022,01월10일
1106,2022년01월11일,1621.56,1439.59,2022,01월11일
1107,2022년01월12일,1622.04,1439.93,2022,01월12일
1108,2022년01월13일,1623.2,1441.22,2022,01월13일
1109,2022년01월14일,1624.78,1442.77,2022,01월14일
1110,2022년01월15일,1626.33,1444.25,2022,01월15일
1111,2022년01월16일,1627.47,1445.13,2022,01월16일
1112,2022년01월17일,1629.3,1447.28,2022,01월17일
1113,2022년01월18일,1631.44,1449.5,2022,01월18일
1114,2022년01월19일,1634.23,1452.22,2022,01월19일
1115,2022년01월20일,1637.65,1455.85,2022,01월20일
1116,2022년01월21일,1641.46,1459.98,2022,01월21일
1117,2022년01월22일,1644.44,1462.91,2022,01월22일
1118,2022년01월23일,1645.89,1464.12,2022,01월23일
1119,2022년01월24일,1648.45,1466.92,2022,01월24일
1120,2022년01월25일,1650.81,1469.52,2022,01월25일
1121,2022년01월26일,1653.39,1472.22,2022,01월26일
1122,2022년01월27일,1656.26,1475.31,2022,01월27일
1123,2022년01월28일,1659.44,1478.31,2022,01월28일
1124,2022년01월29일,1662.55,1481.21,2022,01월29일
1125,2022년01월30일,1664.47,1483.0,2022,01월30일
1126,2022년01월31일,1666.03,1484.35,2022,01월31일
1127,2022년02월01일,1667.71,1485.89,2022,02월01일
1128,2022년02월02일,1668.81,1487.05,2022,02월02일
1129,2022년02월03일,1671.13,1489.71,2022,02월03일
1130,2022년02월04일,1674.67,1493.54,2022,02월04일
1131,2022년02월05일,1680.26,1499.0,2022,02월05일
1132,2022년02월06일,1682.78,1501.32,2022,02월06일
1133,2022년02월07일,1686.54,1505.56,2022,02월07일
1134,2022년02월08일,1691.81,1511.18,2022,02월08일
1135,2022년02월09일,1697.01,1516.69,2022,02월09일
1136,2022년02월10일,1700.89,1521.1,2022,02월10일
1137,2022년02월11일,1704.32,1524.75,2022,02월11일
1138,2022년02월12일,1708.23,1528.91,2022,02월12일
1139,2022년02월13일,1710.46,1531.22,2022,02월13일
1140,2022년02월14일,1714.12,1535.33,2022,02월14일
1141,2022년02월15일,1718.64,1540.24,2022,02월15일
1142,2022년02월16일,1722.69,1545.08,2022,02월16일
1143,2022년02월17일,1726.09,1549.04,2022,02월17일
1144,2022년02월18일,1729.39,1552.79,2022,02월18일
1145,2022년02월19일,1732.31,1555.98,2022,02월19일
1146,2022년02월20일,1733.84,1557.47,2022,02월20일
1147,2022년02월21일,1736.48,1560.65,2022,02월21일
1148,2022년02월22일,1739.36,1563.99,2022,02월22일
1149,2022년02월23일,1743.05,1568.31,2022,02월23일
1150,2022년02월24일,1746.2,1572.03,2022,02월24일
1151,2022년02월25일,1750.84,1577.05,2022,02월25일
1152,2022년02월26일,1754.75,1581.41,2022,02월26일
1153,2022년02월27일,1756.31,1582.87,2022,02월27일
1154,2022년02월28일,1758.87,1585.96,2022,02월28일
1155,2022년03월01일,1763.32,1590.62,2022,03월01일
1156,2022년03월02일,1767.09,1594.81,2022,03월02일
1157,2022년03월03일,1774.18,1602.22,2022,03월03일
1158,2022년03월04일,1786.04,1615.37,2022,03월04일
1159,2022년03월05일,1803.2,1634.99,2022,03월05일
1160,2022년03월06일,1812.9,1646.01,2022,03월06일
1161,2022년03월07일,1828.34,1665.13,2022,03월07일
1162,2022년03월08일,1860.61,1706.45,2022,03월08일
1163,2022년03월09일,1892.4,1750.15,2022,03월09일
1164,2022년03월10일,1913.73,1781.84,2022,03월10일
1165,2022년03월11일,1938.97,1818.45,2022,03월11일
1166,2022년03월12일,1965.03,1857.08,2022,03월12일
1167,2022년03월13일,1975.36,1872.63,2022,03월13일
1168,2022년03월14일,1988.04,1892.42,2022,03월14일
1169,2022년03월15일,2000.95,1912.14,2022,03월15일
1170,2022년03월16일,2004.23,1917.89,2022,03월16일
1171,2022년03월17일,2003.42,1917.35,2022,03월17일
1172,2022년03월18일,2002.56,1917.35,2022,03월18일
1173,2022년03월19일,2002.13,1917.14,2022,03월19일
1174,2022년03월20일,2002.18,1917.39,2022,03월20일
1175,2022년03월21일,2002.12,1917.82,2022,03월21일
1176,2022년03월22일,2001.84,1917.89,2022,03월22일
1177,2022년03월23일,2001.72,1918.25,2022,03월23일
1178,2022년03월24일,2001.81,1918.92,2022,03월24일
1179,2022년03월25일,2001.92,1919.65,2022,03월25일
1180,2022년03월26일,2000.65,1919.15,2022,03월26일
1181,2022년03월27일,2000.85,1919.61,2022,03월27일
1182,2022년03월28일,2001.15,1920.44,2022,03월28일
1183,2022년03월29일,2000.45,1920.32,2022,03월29일
1184,2022년03월30일,1999.44,1919.72,2022,03월30일
1185,2022년03월31일,1998.39,1918.84,2022,03월31일
1186,2022년04월01일,1996.11,1916.89,2022,04월01일
1187,2022년04월02일,1994.54,1915.18,2022,04월02일
1188,2022년04월03일,1993.97,1914.62,2022,04월03일
1189,2022년04월04일,1992.3,1913.19,2022,04월04일
1190,2022년04월05일,1990.23,1911.37,2022,04월05일
1191,2022년04월06일,1988.81,1910.43,2022,04월06일
1192,2022년04월07일,1987.04,1909.18,2022,04월07일
1193,2022년04월08일,1984.87,1907.86,2022,04월08일
1194,2022년04월09일,1982.9,1906.17,2022,04월09일
1195,2022년04월10일,1982.06,1905.5,2022,04월10일
1196,2022년04월11일,1980.41,1904.54,2022,04월11일
1197,2022년04월12일,1976.94,1902.53,2022,04월12일
1198,2022년04월13일,1974.21,1900.84,2022,04월13일
1199,2022년04월14일,1972.26,1899.67,2022,04월14일
1200,2022년04월15일,1970.42,1899.2,2022,04월15일
1201,2022년04월16일,1969.26,1898.83,2022,04월16일
1202,2022년04월17일,1968.85,1898.62,2022,04월17일
1203,2022년04월18일,1968.37,1899.04,2022,04월18일
1204,2022년04월19일,1967.79,1899.54,2022,04월19일
1205,2022년04월20일,1967.3,1900.24,2022,04월20일
1206,2022년04월21일,1966.82,1900.7,2022,04월21일
1207,2022년04월22일,1966.64,1901.65,2022,04월22일
1208,2022년04월23일,1966.5,1902.33,2022,04월23일
1209,2022년04월24일,1966.66,1902.69,2022,04월24일
1210,2022년04월25일,1967.62,1906.16,2022,04월25일
1211,2022년04월26일,1968.2,1908.09,2022,04월26일
1212,2022년04월27일,1968.74,1909.86,2022,04월27일
1213,2022년04월28일,1969.9,1911.81,2022,04월28일
1214,2022년04월29일,1971.64,1915.25,2022,04월29일
1215,2022년04월30일,1974.77,1920.52,2022,04월30일
1216,2022년05월01일,1954.8,1908.76,2022,05월01일
1217,2022년05월02일,1944.63,1904.81,2022,05월02일
1218,2022년05월03일,1937.99,1903.93,2022,05월03일
1219,2022년05월04일,1934.47,1906.66,2022,05월04일
1220,2022년05월05일,1932.2,1910.34,2022,05월05일
1221,2022년05월06일,1931.69,1914.2,2022,05월06일
1222,2022년05월07일,1933.32,1920.01,2022,05월07일
1223,2022년05월08일,1935.93,1924.7,2022,05월08일
1224,2022년05월09일,1938.49,1931.32,2022,05월09일
1225,2022년05월10일,1943.79,1941.46,2022,05월10일
1226,2022년05월11일,1946.11,1947.59,2022,05월11일
1227,2022년05월12일,1948.69,1953.29,2022,05월12일
1228,2022년05월13일,1951.7,1959.24,2022,05월13일
1229,2022년05월14일,1954.7,1964.02,2022,05월14일
1230,2022년05월15일,1956.42,1966.48,2022,05월15일
1231,2022년05월16일,1958.73,1970.51,2022,05월16일
1232,2022년05월17일,1963.26,1976.49,2022,05월17일
1233,2022년05월18일,1967.33,1981.61,2022,05월18일
1234,2022년05월19일,1972.11,1986.76,2022,05월19일
1235,2022년05월20일,1977.39,1990.99,2022,05월20일
1236,2022년05월21일,1982.53,1994.32,2022,05월21일
1237,2022년05월22일,1985.07,1995.79,2022,05월22일
1238,2022년05월23일,1988.77,1998.38,2022,05월23일
1239,2022년05월24일,1994.77,2000.93,2022,05월24일
1240,2022년05월25일,1998.59,2002.68,2022,05월25일
1241,2022년05월26일,2001.53,2003.85,2022,05월26일
1242,2022년05월27일,2004.55,2005.14,2022,05월27일
1243,2022년05월28일,2007.62,2005.62,2022,05월28일
1244,2022년05월29일,2008.76,2006.09,2022,05월29일
1245,2022년05월30일,2010.45,2007.13,2022,05월30일
1246,2022년05월31일,2012.69,2008.23,2022,05월31일
1247,2022년06월01일,2015.37,2009.47,2022,06월01일
1248,2022년06월02일,2017.79,2011.18,2022,06월02일
1249,2022년06월03일,2020.84,2013.43,2022,06월03일
1250,2022년06월04일,2026.21,2018.44,2022,06월04일
1251,2022년06월05일,2029.29,2021.12,2022,06월05일
1252,2022년06월06일,2032.04,2023.85,2022,06월06일
1253,2022년06월07일,2035.74,2027.96,2022,06월07일
1254,2022년06월08일,2042.04,2036.52,2022,06월08일
1255,2022년06월09일,2048.47,2044.4,2022,06월09일
1256,2022년06월10일,2056.79,2054.37,2022,06월10일
1257,2022년06월11일,2064.59,2063.53,2022,06월11일
1258,2022년06월12일,2068.6,2067.99,2022,06월12일
1259,2022년06월13일,2074.3,2074.89,2022,06월13일
1260,2022년06월14일,2081.98,2083.67,2022,06월14일
1261,2022년06월15일,2087.61,2090.62,2022,06월15일
1262,2022년06월16일,2092.2,2096.1,2022,06월16일
1263,2022년06월17일,2098.45,2104.2,2022,06월17일
1264,2022년06월18일,2104.63,2112.5,2022,06월18일
1265,2022년06월19일,2107.53,2115.96,2022,06월19일
1266,2022년06월20일,2111.28,2120.85,2022,06월20일
1267,2022년06월21일,2116.35,2127.58,2022,06월21일
1268,2022년06월22일,2120.14,2133.25,2022,06월22일
1269,2022년06월23일,2123.61,2138.2,2022,06월23일
1270,2022년06월24일,2126.71,2143.13,2022,06월24일
1271,2022년06월25일,2129.47,2147.06,2022,06월25일
1272,2022년06월26일,2131.16,2149.16,2022,06월26일
1273,2022년06월27일,2133.8,2153.0,2022,06월27일
1274,2022년06월28일,2137.3,2158.24,2022,06월28일
1275,2022년06월29일,2141.09,2163.15,2022,06월29일
1276,2022년06월30일,2144.9,2167.66,2022,06월30일
1277,2022년07월01일,2128.84,2157.7,2022,07월01일
1278,2022년07월02일,2124.75,2155.39,2022,07월02일
1279,2022년07월03일,2123.33,2154.46,2022,07월03일
1280,2022년07월04일,2120.58,2153.08,2022,07월04일
1281,2022년07월05일,2117.18,2150.78,2022,07월05일
1282,2022년07월06일,2113.85,2148.59,2022,07월06일
1283,2022년07월07일,2108.96,2145.24,2022,07월07일
1284,2022년07월08일,2102.49,2140.28,2022,07월08일
1285,2022년07월09일,2097.77,2136.65,2022,07월09일
1286,2022년07월10일,2095.64,2134.84,2022,07월10일
1287,2022년07월11일,2090.82,2131.28,2022,07월11일
1288,2022년07월12일,2082.1,2124.27,2022,07월12일
1289,2022년07월13일,2073.11,2117.16,2022,07월13일
1290,2022년07월14일,2061.81,2108.96,2022,07월14일
1291,2022년07월15일,2049.04,2099.72,2022,07월15일
1292,2022년07월16일,2038.83,2092.28,2022,07월16일
1293,2022년07월17일,2034.36,2088.75,2022,07월17일
1294,2022년07월18일,2026.25,2082.11,2022,07월18일
1295,2022년07월19일,2013.01,2072.42,2022,07월19일
1296,2022년07월20일,2002.16,2063.99,2022,07월20일
1297,2022년07월21일,1989.93,2055.28,2022,07월21일
1298,2022년07월22일,1977.25,2046.01,2022,07월22일
1299,2022년07월23일,1964.6,2036.83,2022,07월23일
1300,2022년07월24일,1959.42,2032.61,2022,07월24일
1301,2022년07월25일,1948.86,2024.7,2022,07월25일
1302,2022년07월26일,1936.63,2015.01,2022,07월26일
1303,2022년07월27일,1926.81,2006.74,2022,07월27일
1304,2022년07월28일,1916.88,1998.46,2022,07월28일
1305,2022년07월29일,1907.31,1991.04,2022,07월29일
1306,2022년07월30일,1900.44,1985.32,2022,07월30일
1307,2022년07월31일,1897.27,1982.61,2022,07월31일
1308,2022년08월01일,1889.82,1976.46,2022,08월01일
1309,2022년08월02일,1881.75,1969.64,2022,08월02일
1310,2022년08월03일,1874.05,1963.18,2022,08월03일
1311,2022년08월04일,1866.41,1956.93,2022,08월04일
1312,2022년08월05일,1859.17,1950.56,2022,08월05일
1313,2022년08월06일,1852.0,1944.14,2022,08월06일
1314,2022년08월07일,1848.83,1941.43,2022,08월07일
1315,2022년08월08일,1842.61,1935.96,2022,08월08일
1316,2022년08월09일,1834.04,1928.2,2022,08월09일
1317,2022년08월10일,1825.12,1920.46,2022,08월10일
1318,2022년08월11일,1815.48,1911.58,2022,08월11일
1319,2022년08월12일,1805.86,1902.96,2022,08월12일
1320,2022년08월13일,1797.86,1895.71,2022,08월13일
1321,2022년08월14일,1794.06,1892.04,2022,08월14일
1322,2022년08월15일,1789.04,1887.53,2022,08월15일
1323,2022년08월16일,1781.36,1880.12,2022,08월16일
1324,2022년08월17일,1771.95,1870.89,2022,08월17일
1325,2022년08월18일,1764.38,1863.53,2022,08월18일
1326,2022년08월19일,1757.86,1857.23,2022,08월19일
1327,2022년08월20일,1753.37,1852.84,2022,08월20일
1328,2022년08월21일,1751.21,1850.59,2022,08월21일
1329,2022년08월22일,1746.84,1846.57,2022,08월22일
1330,2022년08월23일,1742.37,1842.27,2022,08월23일
1331,2022년08월24일,1739.85,1839.79,2022,08월24일
1332,2022년08월25일,1738.54,1838.6,2022,08월25일
1333,2022년08월26일,1737.77,1838.58,2022,08월26일
1334,2022년08월27일,1738.0,1838.82,2022,08월27일
1335,2022년08월28일,1738.06,1839.07,2022,08월28일
1336,2022년08월29일,1738.53,1840.79,2022,08월29일
1337,2022년08월30일,1740.46,1845.33,2022,08월30일
1338,2022년08월31일,1741.71,1847.37,2022,08월31일
1339,2022년09월01일,1742.51,1850.3,2022,09월01일
1340,2022년09월02일,1742.01,1850.7,2022,09월02일
1341,2022년09월03일,1741.46,1850.67,2022,09월03일
1342,2022년09월04일,1741.41,1850.76,2022,09월04일
1343,2022년09월05일,1741.49,1851.27,2022,09월05일
1344,2022년09월06일,1741.42,1851.76,2022,09월06일
1345,2022년09월07일,1740.99,1852.57,2022,09월07일
1346,2022년09월08일,1740.61,1853.89,2022,09월08일
1347,2022년09월09일,1740.42,1854.92,2022,09월09일
1348,2022년09월10일,1740.44,1855.39,2022,09월10일
1349,2022년09월11일,1740.46,1855.82,2022,09월11일
1350,2022년09월12일,1740.15,1856.09,2022,09월12일
1351,2022년09월13일,1740.54,1857.38,2022,09월13일
1352,2022년09월14일,1740.38,1858.63,2022,09월14일
1353,2022년09월15일,1740.34,1860.41,2022,09월15일
1354,2022년09월16일,1739.33,1860.74,2022,09월16일
1355,2022년09월17일,1737.72,1859.89,2022,09월17일
1356,2022년09월18일,1736.95,1859.21,2022,09월18일
1357,2022년09월19일,1735.73,1858.61,2022,09월19일
1358,2022년09월20일,1731.92,1855.12,2022,09월20일
1359,2022년09월21일,1728.37,1852.35,2022,09월21일
1360,2022년09월22일,1724.95,1849.76,2022,09월22일
1361,2022년09월23일,1721.16,1847.31,2022,09월23일
1362,2022년09월24일,1717.19,1844.45,2022,09월24일
1363,2022년09월25일,1715.25,1843.21,2022,09월25일
1364,2022년09월26일,1711.53,1841.0,2022,09월26일
1365,2022년09월27일,1705.43,1836.98,2022,09월27일
1366,2022년09월28일,1698.78,1832.33,2022,09월28일
1367,2022년09월29일,1693.28,1828.79,2022,09월29일
1368,2022년09월30일,1688.3,1826.08,2022,09월30일
1369,2022년10월01일,1682.04,1822.01,2022,10월01일
1370,2022년10월02일,1679.84,1820.55,2022,10월02일
1371,2022년10월03일,1677.55,1820.83,2022,10월03일
1372,2022년10월04일,1674.38,1817.56,2022,10월04일
